PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,FONTE,TITOLO,PREZZO,PREZZO_PRECEDENTE,RIBASSI,INDIZIO_INSERZIONISTA,STATO,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO,MOTIVI,PDF_DA_VERIFICARE,URL,CONTATTO_PRONTO,CONTATTI_PUBBLICI,FONTE_CONTATTO,CROSS_MATCH,NOME_INSERZIONISTA,RICERCA_PUBBLICA,VIA_RADAR,INDIRIZZI_ZONA,AZIONE_ZONA,MOTIVO_SCARTO_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Nestoria,27.263 immobili in vendita a Gerbido Grugliasco - Nestoria,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.080226+00:00,2026-08-27T21:04:17.080227+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/gerbido_grugliasco,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mattie,Trovit,20 casas in vendita a Mattie - Trovit,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.080289+00:00,2026-08-28T10:58:40.671030+00:00,monitoraggio base,,https://case.trovit.it/casa-mattie,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Meana di Susa,Nestoria,Case e appartamenti a Meana di Susa. Immobili in vendita a ... - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080328+00:00,2026-09-01T20:55:16.173207+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/meana-di-susa,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Oulx,Nestoria,Case e appartamenti a Oulx. Immobili in vendita a Oulx - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080392+00:00,2026-09-01T23:36:27.691324+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/oulx,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Reano,Mercato residenziale,Appartamenti in vendita a Reano - case in vendita e affitto,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.080571+00:00,2026-08-28T10:58:40.671364+00:00,monitoraggio base,,https://www.case24.it/immobili/piemonte/torino/reano/,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Reano,Wikicasa,Case in vendita a Reano - Wikicasa,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080576+00:00,2026-09-01T23:36:27.691522+00:00,monitoraggio base,,https://www.wikicasa.it/vendita-case/reano/,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rubiana,Nestoria,15.241 immobili in vendita a Rubiana Torino - Nestoria,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.080790+00:00,2026-08-28T10:58:40.671621+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/rubiana_torino,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rubiana,Mercato residenziale,"Case in vendita a Rubiana, Valli Susa, Sangone",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.080795+00:00,2026-08-28T05:06:35.531229+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/rubiana-valli-susa-sangone,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sant'Antonino di Susa,Mercato residenziale,Case in vendita da Privati a Sant'Antonino di Susa,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080965+00:00,2026-09-01T23:36:27.692081+00:00,monitoraggio base,,https://www.casadaprivato.it/annunci-vendita/immobili/torino-sant_antonino_di_susa,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,Wikicasa,Case in vendita a Susa - Wikicasa,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.081061+00:00,2026-08-27T21:04:17.081063+00:00,monitoraggio base,,https://www.wikicasa.it/vendita-case/susa/,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Venaus,Mercato residenziale,"Case in affitto a Ar Cenisio, Venaus - Case in Vendita e in Affitto",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.081308+00:00,2026-08-28T05:06:35.531647+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-affitto/ar-cenisio-venaus,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villarbasse,Nestoria,Case e appartamenti a Villarbasse. Immobili in vendita a ... - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.081392+00:00,2026-09-01T23:36:27.692422+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/villarbasse,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Mercato residenziale,"Case in vendita a Poisatto, Condove",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T05:06:35.530536+00:00,2026-08-28T05:06:35.530537+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/poisatto-condove,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,San Giorio,Nestoria,Case e appartamenti a San Giorio. Immobili in vendita a San ... - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.531285+00:00,2026-09-01T20:55:16.173942+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/san-giorio,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Venaus,Nestoria,Case e appartamenti a Bar Cenisio. Immobili in vendita a Bar ... - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.531653+00:00,2026-09-01T20:55:16.174537+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/bar-cenisio,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,Nestoria,2.364 immobili in vendita a Chiomonte - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.670386+00:00,2026-09-01T23:36:27.690584+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/chiomonte,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,Trovit,69 immobili in vendita a Chiomonte - Trovit,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T10:58:40.670392+00:00,2026-08-28T10:58:40.670394+00:00,monitoraggio base,,https://case.trovit.it/chiomonte,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,Mercato residenziale,"Case in vendita a Frais, Chiomonte - Case in Vendita e in Affitto",,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.670399+00:00,2026-09-01T23:36:27.690609+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/frais-chiomonte,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Moncenisio,Nestoria,761 appartamenti in vendita a Moncenisio - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.671115+00:00,2026-09-01T23:36:27.691290+00:00,monitoraggio base,,https://www.nestoria.it/appartamenti/vendita/moncenisio,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Oulx,Wikicasa,Case in vendita a Oulx - Wikicasa,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T10:58:40.671165+00:00,2026-08-28T10:58:40.671167+00:00,monitoraggio base,,https://www.wikicasa.it/vendita-case/oulx/,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,San Didero,Nestoria,Case e appartamenti a San Didero. Immobili in vendita a San ... - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.671693+00:00,2026-09-01T23:36:27.691841+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/san-didero,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Alpignano,Wikicasa,Appartamenti in vendita a Alpignano - Wikicasa,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.118878+00:00,2026-09-01T20:55:16.171886+00:00,monitoraggio base,,https://www.wikicasa.it/vendita-appartamenti/alpignano/,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,Mercato residenziale,Chiomonte - 85 case in vendita in Chiomonte de Nuroa.it,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.119547+00:00,2026-09-01T23:36:27.690591+00:00,monitoraggio base,,https://www.nuroa.it/vendita-immobili/chiomonte,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Exilles,Nestoria,Case e appartamenti a Exilles. Immobili in vendita a Exilles - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.120049+00:00,2026-09-01T23:36:27.690892+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/exilles,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Gravere,Nestoria,2.429 immobili in vendita a Bastia Gravere - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.120308+00:00,2026-09-01T23:36:27.691129+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/bastia_gravere,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Moncenisio,Mercato residenziale,23 risultati per: immobili in Vendita Moncenisio (TO),,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.120523+00:00,2026-09-01T23:36:27.691284+00:00,monitoraggio base,,https://www.casadasoli.it/vendita-moncenisio-to-154,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Moncenisio,Nestoria,Case e appartamenti a Moncenisio. Immobili in vendita a ... - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.120530+00:00,2026-09-01T23:36:27.691278+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/moncenisio,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rubiana,Mercato residenziale,Case in vendita da Privati a Rubiana - CasaDaPrivato.it,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.121131+00:00,2026-09-01T23:36:27.691745+00:00,monitoraggio base,,https://www.casadaprivato.it/annunci-vendita/immobili/torino-rubiana,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Salbertrand,Mercato residenziale,"Case in vendita a Salbertrand, Valli Susa, Sangone",,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.121196+00:00,2026-09-01T23:36:27.691789+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/salbertrand-valli-susa-sangone,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,San Giorio di Susa,Mercato residenziale,"Case in vendita a San Giorio di Susa, Valli Susa, Sangone",,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.121309+00:00,2026-09-01T23:36:27.691869+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/san-giorio-di-susa-valli-susa-sangone,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,San Giorio di Susa,Mercato residenziale,102 Case in vendita a San Giorio Di Susa - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.121318+00:00,2026-09-01T23:36:27.691878+00:00,monitoraggio base,,https://immobiliare.mitula.it/casa-san-giorio-susa,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sangano,Mercato residenziale,"Case in vendita a Sangano, Torino Ovest",,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.121492+00:00,2026-09-01T23:36:27.692000+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/sangano-torino-ovest,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Vaie,Trovit,51 immobili in vendita a Vaie - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.121970+00:00,2026-09-01T23:36:27.692243+00:00,monitoraggio base,,https://case.trovit.it/vaie,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Mercato residenziale,"Case in vendita a Centro, Collegno - Case in Vendita e in Affitto",,,0,NON_DETERMINATO,TRACKED,2026-09-01T20:55:16.172547+00:00,2026-09-01T23:36:27.690805+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/centro-collegno,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Nestoria,15.591 immobili in vendita a Giaveno - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-09-01T20:55:16.172903+00:00,2026-09-01T23:36:27.690984+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/giaveno,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mattie,Wikicasa,Case in vendita a Mattie - Wikicasa,,,0,NON_DETERMINATO,TRACKED,2026-09-01T20:55:16.173168+00:00,2026-09-01T23:36:27.691249+00:00,monitoraggio base,,https://www.wikicasa.it/vendita-case/mattie/,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,11,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Giaveno,Tecnorete,Immobili in Affitto | Agenzia Tecnorete di Giaveno,,,0,INDIZIO_AGENZIA,TRACKED,2026-08-28T05:06:35.530647+00:00,2026-09-01T18:58:42.120197+00:00,indizio agenzia | ufficio direzionale,,https://giaveno1.tecnorete.it/immobili-in-affitto,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,11,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Giaveno,Tecnorete,Immobili in Vendita | Agenzia Tecnorete di Giaveno,,,0,INDIZIO_AGENZIA,TRACKED,2026-08-28T10:58:40.670803+00:00,2026-09-01T23:36:27.691033+00:00,indizio agenzia | ufficio direzionale,,https://giaveno1.tecnorete.it/immobili-in-vendita,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,11,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Giaveno,Commerciale negozi/locali,Locale Commerciale Giaveno - 63 locali comerciali in vendita in Giaveno ...,,,0,INDIZIO_AGENZIA,TRACKED,2026-08-28T10:58:40.670818+00:00,2026-09-01T23:36:27.691013+00:00,indizio agenzia | commerciale immobile,,https://www.nuroa.it/vendita-immobili/locale-commerciale-giaveno,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,8,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Alpignano,Mercato generale,Immobili in vendita a Alpignano | Gabetti,179000,,0,INDIZIO_AGENZIA,POSSIBILE_USCITA,2026-08-21T12:20:59.475246+00:00,2026-08-27T21:04:17.079103+00:00,indizio agenzia | prezzo rilevato,,https://www.gabetti.it/vendita/alpignano,NO,,,0,,ESEGUITA,Via Della costa,Via Della costa 41 | via della Costa 71,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,8,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Avigliana,Tecnorete,Immobili in Vendita | Agenzia Tecnorete di Avigliana,225000,,0,INDIZIO_AGENZIA,TRACKED,2026-08-21T12:20:59.475265+00:00,2026-09-01T23:36:27.690045+00:00,indizio agenzia | prezzo rilevato,,https://avigliana1.tecnorete.it/immobili-in-vendita,NO,,,0,Tecnorete di Avigliana Villa singola in vendita Avigliana,ESEGUITA,Via Sacra San Michele - Laghi,Via Sacra San Michele - Laghi 6,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,8,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bardonecchia,Mercato generale,Immobili in vendita a Bardonecchia | Gabetti,290000,,0,INDIZIO_AGENZIA,POSSIBILE_USCITA,2026-08-21T12:20:59.475278+00:00,2026-08-27T21:04:17.079335+00:00,indizio agenzia | prezzo rilevato,,https://www.gabetti.it/vendita/bardonecchia,NO,,,0,,ESEGUITA,Via Sommeiller,Via Sommeiller 8,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,8,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Borgone Susa,Nestoria,Case e appartamenti a Borgone Susa. Immobili in vendita a ... - Nestoria,165000,,0,INDIZIO_AGENZIA,TRACKED,2026-08-21T12:20:59.475298+00:00,2026-09-01T23:36:27.690263+00:00,indizio agenzia | prezzo rilevato,,https://www.nestoria.it/immobiliare/vendita/borgone-susa,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,8,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villarbasse,Wikicasa,Case in vendita a Villarbasse - Wikicasa,49000,,0,INDIZIO_AGENZIA,TRACKED,2026-08-21T12:20:59.476005+00:00,2026-09-01T23:36:27.692428+00:00,indizio agenzia | prezzo rilevato,,https://www.wikicasa.it/vendita-case/villarbasse/,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,8,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Wikicasa,Case in vendita a Buttigliera Alta - Wikicasa,15000,,0,INDIZIO_AGENZIA,TRACKED,2026-08-23T17:16:38.786783+00:00,2026-09-01T23:36:27.690414+00:00,indizio agenzia | prezzo rilevato,,https://www.wikicasa.it/vendita-case/buttigliera-alta/,NO,,,0,,ESEGUITA,Strada del Closio,Strada del Closio 39,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,8,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Tecnorete,Immobili in Vendita | Agenzia Tecnorete di Buttigliera Alta,159000,,0,INDIZIO_AGENZIA,TRACKED,2026-08-23T17:16:38.786789+00:00,2026-09-01T23:36:27.690434+00:00,indizio agenzia | prezzo rilevato,,https://buttiglieraalta1.tecnorete.it/immobili-in-vendita,NO,,,0,Tecnorete di Buttigliera Alta Casa indipendente in vendita Buttigliera Alta,ESEGUITA,Via IV Novembre,Via IV Novembre 5,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,8,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bussoleno,Mercato residenziale,Bussoleno - 164 case in vendita in Bussoleno de Nuroa.it,25000,,0,INDIZIO_AGENZIA,TRACKED,2026-08-28T10:58:40.670178+00:00,2026-09-01T23:36:27.690348+00:00,indizio agenzia | prezzo rilevato,,https://www.nuroa.it/vendita-immobili/bussoleno,NO,,,0,,ESEGUITA,Via Bussoleno,Via Bussoleno 3 | Via Bussoleno 7 | Via Bussoleno 16 | Via Bussoleno 22,VAI IN ZONA,PAGINA_CATEGORIA_O_RICERCA
BASSA,8,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bussoleno,Wikicasa,Case in vendita a Bussoleno - Wikicasa,13000,,0,INDIZIO_AGENZIA,TRACKED,2026-08-28T10:58:40.670185+00:00,2026-09-01T20:55:16.172202+00:00,indizio agenzia | prezzo rilevato,,https://www.wikicasa.it/vendita-case/bussoleno/,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,3,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Almese,Nestoria,Case e appartamenti a Almese. Immobili in vendita a Almese - Nestoria,,,0,INDIZIO_AGENZIA,TRACKED,2026-08-21T12:20:59.475192+00:00,2026-09-01T20:55:16.171806+00:00,indizio agenzia,,https://www.nestoria.it/immobiliare/vendita/almese,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,3,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Borgone Susa,Tecnorete,"Cerco casa, portale dedicato alle ricerca di appartamenti in vendita e ...",,,0,INDIZIO_AGENZIA,POSSIBILE_USCITA,2026-08-21T12:20:59.475304+00:00,2026-08-27T21:04:17.079453+00:00,indizio agenzia,,https://www.tecnorete.it/annunci/immobili/piemonte/torino/borgone-susa.html,NO,,,1,,ESEGUITA,Via dei Gravè,Via dei Gravè 5 | via dei Gravè 4,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,3,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Caselette,Mercato generale,Immobili in vendita a Caselette | Gabetti,,,0,INDIZIO_AGENZIA,POSSIBILE_USCITA,2026-08-21T12:20:59.475393+00:00,2026-08-27T21:04:17.079651+00:00,indizio agenzia,,https://www.gabetti.it/vendita/caselette,NO,,,0,,ESEGUITA,Via Ciriè,Via Ciriè 15,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,3,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Mercato generale,Immobili in vendita a Giaveno | Gabetti,,,0,INDIZIO_AGENZIA,POSSIBILE_USCITA,2026-08-21T12:20:59.475547+00:00,2026-08-27T21:04:17.080074+00:00,indizio agenzia,,https://www.gabetti.it/vendita/giaveno,NO,,,0,,ESEGUITA,Borgata Selvaggio Sotto,Borgata Selvaggio Sotto 31,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,3,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Oulx,Mercato generale,Immobili in vendita a Oulx | Gabetti,,,0,INDIZIO_AGENZIA,POSSIBILE_USCITA,2026-08-21T12:20:59.475663+00:00,2026-08-27T21:04:17.080387+00:00,indizio agenzia,,https://www.gabetti.it/vendita/oulx,NO,,,0,,ESEGUITA,vicolo Bouchard,vicolo Bouchard 6,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,3,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,Mercato generale,Immobili in vendita a Pianezza | Gabetti,,,0,INDIZIO_AGENZIA,POSSIBILE_USCITA,2026-08-21T12:20:59.475676+00:00,2026-08-23T17:16:38.786991+00:00,indizio agenzia,,https://www.gabetti.it/vendita/pianezza,NO,,,0,,ESEGUITA,Via Calvino,Via Calvino 0,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,3,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rivoli,Mercato generale,Immobili in vendita a Rivoli | Gabetti,,,0,INDIZIO_AGENZIA,POSSIBILE_USCITA,2026-08-21T12:20:59.475793+00:00,2026-08-27T21:04:17.080610+00:00,indizio agenzia,,https://www.gabetti.it/vendita/rivoli,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,3,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Trana,Wikicasa,Case in vendita a Trana - Wikicasa,,,0,INDIZIO_AGENZIA,POSSIBILE_USCITA,2026-08-21T12:20:59.475925+00:00,2026-08-21T12:20:59.475926+00:00,indizio agenzia,,https://www.wikicasa.it/vendita-case/trana/,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
