PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,FONTE,TITOLO,PREZZO,PREZZO_PRECEDENTE,RIBASSI,INDIZIO_INSERZIONISTA,STATO,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO,MOTIVI,PDF_DA_VERIFICARE,URL
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Capannoni logistica,Astalegale.net - Asta giudiziaria Fabbricati industriali Via Aosta 16 ...,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-12T19:18:03.776830+00:00,2026-09-12T19:18:03.776832+00:00,industriale logistica,,https://www.astalegale.net/Aste/Detail/B2433259-Fabbricati-industriali-Via-Aosta-16-10092-Beinasco-TO-Italia-Beinasco
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Capannoni logistica,Capannoni industriali a Grugliasco in vendita e affitto ...,,,0,NON_DETERMINATO,TRACKED,2026-09-13T09:37:53.088762+00:00,2026-09-22T13:28:47.916742+00:00,industriale logistica,,https://www.risorseimmobiliari.it/immobili.asp?url_firstparam=Torino%2Fcapannoni-industriali_Grugliasco.html&url_search=capannoni-industriali_Grugliasco
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Sant'Antonino di Susa,Immobiliare.it,"Capannone via Augusto Abegg 36, Sant'Antonino di Susa, Rif. 119731860 ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-13T09:37:53.089668+00:00,2026-09-17T06:08:55.033819+00:00,industriale logistica,,https://www.immobiliare.it/annunci/119731860/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Capannoni logistica,Capannone / Fondo Magazzino in vendita a Beinasco (TO) - rif:Cod.rif3193159,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-13T14:26:02.554614+00:00,2026-09-13T23:15:39.648857+00:00,industriale logistica,,https://www.grimaldifranchising.it/vendita/capannone/to/beinasco/19683
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Pianezza,Immobiliare.it,"Capannone, Pianezza, Rif. 130511714 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-13T20:46:02.147399+00:00,2026-09-14T12:27:12.113847+00:00,industriale logistica,,https://www.immobiliare.it/annunci/130511714/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Immobiliare.it,"Capannone via alpi graie 8, Rivoli, Rif. 120062712 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-13T23:15:39.650346+00:00,2026-09-19T20:30:44.817949+00:00,industriale logistica,,https://www.immobiliare.it/annunci/120062712/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Alpignano,Capannoni logistica,"Capannone, affitto, Via Grange Palmero 119, Alpignano",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-14T01:05:27.890454+00:00,2026-09-14T01:05:27.890456+00:00,industriale logistica,,https://www.commerciali.it/capannone-affitto-alpignano-30805131
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Caselette,Capannoni logistica,"offerte di lavoro - Caselette, Piemonte - Indeed",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-14T01:05:27.891056+00:00,2026-09-14T22:36:38.493018+00:00,industriale logistica,,"https://it.indeed.com/Caselette,-Piemonte-offerte-lavoro"
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Immobiliare.it,"Capannone via dell'Indipendenza 19, Grugliasco, Rif. 128417366 ...",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-14T01:05:27.891844+00:00,2026-09-21T06:16:22.537557+00:00,industriale logistica,,https://www.immobiliare.it/annunci/128417366/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Alpignano,Subito privati,Subito - Tecnocasa - OVEST INDUSTRIALE sas - CAPANNONE A ALPIGNANO ...,,,0,INDIZIO_AGENZIA,USCITO_MERCATO,2026-09-14T12:27:12.111450+00:00,2026-09-17T06:08:55.030787+00:00,fonte/query orientata ai privati | indizio agenzia | industriale logistica,,https://www.subito.it/uffici-locali-commerciali/capannone-a-alpignano-torino-660403430.htm
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Fiano,Capannoni logistica,"in affitto Capannone industriale, Fiano Romano, piano terra - Rif. RI ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-14T12:27:12.113249+00:00,2026-09-16T22:13:22.798026+00:00,industriale logistica,,https://www.risorseimmobiliari.it/immobile_dettaglio.asp?cod_annuncio=5125441
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Fiano,Capannoni logistica,"Capannone, affitto, Fiano Romano • Commerciali.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-14T12:27:12.113256+00:00,2026-09-16T19:00:37.438970+00:00,industriale logistica,,https://www.commerciali.it/capannone-affitto-fiano-romano-30816819
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Giaveno,Capannoni logistica,31 Locali commerciali in affitto a Giaveno - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-14T18:41:54.043858+00:00,2026-09-15T13:33:03.394135+00:00,industriale logistica,,https://immobiliare.mitula.it/affitto-locale-commerciale-giaveno
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Almese,Capannoni logistica,"F.lli Latini Snc, Strada della Praia 8/b1, Almese (2026)",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-14T22:36:38.492356+00:00,2026-09-14T22:36:38.492358+00:00,industriale logistica,,https://www.schoolandcollegelistings.com/IT/Almese/108432937258141/F.lli-Latini-Snc
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Alpignano,Capannoni logistica,103 Capannoni in vendita a Alpignano - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-14T22:36:38.492474+00:00,2026-09-16T19:00:37.438057+00:00,industriale logistica,,https://immobiliare.mitula.it/capannone-alpignano
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Givoletto,Capannoni logistica,Lavorazione ferro a Torino: leader per edilizia civile e industriale ...,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-15T01:31:48.170652+00:00,2026-09-15T01:31:48.170653+00:00,industriale logistica,,https://teknoferr.it/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Trovit,7 capannones in affitto a Rivoli - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-15T13:33:03.394767+00:00,2026-09-22T13:28:47.917142+00:00,industriale logistica,,https://case.trovit.it/affitto-capannone-rivoli
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Druento,Capannoni logistica,8 Capannoni in affitto a Druento - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-16T04:54:00.959107+00:00,2026-09-17T11:30:50.190297+00:00,industriale logistica,,https://immobiliare.mitula.it/affitto-capannone-druento
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Givoletto,Immobiliare.it,"Magazzino - Deposito via Givoletto, Torino, Rif. 131299362 - Immobiliare.it",,,0,NON_DETERMINATO,TRACKED,2026-09-16T04:54:00.959511+00:00,2026-09-22T13:28:47.916609+00:00,industriale logistica,,https://www.immobiliare.it/annunci/131299362/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivalta di Torino,Capannoni logistica,Belmonte Srl,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-16T19:00:37.439443+00:00,2026-09-21T12:37:01.290293+00:00,industriale logistica,,https://www.belmontesas.it/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rosta,Immobiliare.it,"Capannone via Sant'Antonio di Ranverso 4, Rosta, Rif. 60230292 ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-16T19:00:37.439643+00:00,2026-09-16T19:00:37.439644+00:00,industriale logistica,,https://www.immobiliare.it/annunci/60230292/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Caprie,Trovit,5 locale commerciales centro via roma in affitto a Torino,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-16T22:13:22.797520+00:00,2026-09-21T18:48:49.171481+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-centro-via-roma-torino
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivalta di Torino,Capannoni logistica,11 Capannoni in vendita a Gerbole - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-16T22:13:22.798531+00:00,2026-09-17T20:20:41.891274+00:00,industriale logistica,,https://immobiliare.mitula.it/capannone-gerbole
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Avigliana,Immobiliare.it,"Capannone viale Enrico Fermi 12, Avigliana, Rif. 124659479 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-17T06:08:55.030922+00:00,2026-09-20T01:04:10.801219+00:00,industriale logistica,,https://www.immobiliare.it/annunci/124659479/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Fiano,Capannoni logistica,Magazzini a Fiano Romano in vendita e affitto - RisorseImmobiliari.it,,,0,NON_DETERMINATO,TRACKED,2026-09-17T06:08:55.032317+00:00,2026-09-22T01:45:50.161986+00:00,industriale logistica,,https://www.risorseimmobiliari.it/immobili.asp?url_firstparam=Roma%2Fmagazzini_Fiano-romano.html&url_search=magazzini_Fiano-romano
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Val della Torre,Immobiliare.it,"Capannone via Val Della Torre, 79, Torino, Rif. 128558548 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-17T06:08:55.034133+00:00,2026-09-17T06:08:55.034135+00:00,industriale logistica,,https://www.immobiliare.it/annunci/128558548/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Druento,Trovit,30 capannones in affitto a Druento - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-17T16:48:02.647646+00:00,2026-09-22T13:28:47.916290+00:00,industriale logistica,,https://case.trovit.it/affitto-capannone-druento
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Collegno,Trovit,3 capannones in affitto a Collegno - Trovit,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-17T23:05:00.275224+00:00,2026-09-17T23:05:00.275226+00:00,industriale logistica,,https://case.trovit.it/affitto-capannone-collegno
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Immobiliare.it,"Capannone Settima Strada, Rivoli, Rif. 118065471 - Immobiliare.it",,,0,NON_DETERMINATO,TRACKED,2026-09-17T23:05:00.276276+00:00,2026-09-22T01:45:50.162602+00:00,industriale logistica,,https://www.immobiliare.it/annunci/118065471/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Givoletto,Casa.it,Capannone in Vendita in Via A. Avogadro 6 a Givoletto - Casa.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-18T01:22:44.226521+00:00,2026-09-21T01:16:25.018397+00:00,industriale logistica,,https://www.casa.it/immobili/54479751/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Collegno,Immobiliare.it,"Magazzino - Deposito, Collegno, Rif. 132076548 - Immobiliare.it",,,0,NON_DETERMINATO,TRACKED,2026-09-18T17:15:59.823562+00:00,2026-09-22T13:28:47.916083+00:00,industriale logistica,,https://www.immobiliare.it/annunci/132076548/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Sant'Antonino di Susa,Capannoni logistica,"L'ex Sogefi è in vendita, gli operai lo scoprono da un annuncio su ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-18T17:15:59.825315+00:00,2026-09-18T17:15:59.825317+00:00,industriale logistica,,https://www.torinocronaca.it/news/cronaca/443666/l-ex-sogefi-e-in-vendita-gli-operai-lo-scoprono-da-un-annuncio-su-immobiliare-it.html
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Sant'Antonino di Susa,Capannoni logistica,Negozio all'Asta a Sant'Antonino di Susa - Aste Florio,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-19T06:11:00.697553+00:00,2026-09-19T20:30:44.818598+00:00,industriale logistica,,https://asteflorio.it/aste/citta/sant-antonino-di-susa/tipo/negozio
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Val della Torre,Capannoni logistica,ALBO PRETORIO DIGITALE - Comune di Val della Torre,,,0,NON_DETERMINATO,TRACKED,2026-09-19T06:11:00.697838+00:00,2026-09-22T13:28:47.917884+00:00,industriale logistica,,https://www.servizipubblicaamministrazione.it/servizi/saturnweb/Home.aspx?ce=vldlltrr970
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Bruino,Immobiliare.it,"Capannone via Ferdinando Magellano 12, Bruino, Rif. 129236702 ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-19T10:47:39.483844+00:00,2026-09-19T10:47:39.483846+00:00,industriale logistica,,https://www.immobiliare.it/annunci/129236702/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Immobiliare.it,"Capannone, Grugliasco, Rif. 132499136 - Immobiliare.it",,,0,NON_DETERMINATO,TRACKED,2026-09-19T10:47:39.485196+00:00,2026-09-22T13:28:47.916733+00:00,industriale logistica,,https://www.immobiliare.it/annunci/132499136/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Robassomero,Casa.it,Capannone in Vendita in Via Giovanni Giolitti 9 a Robassomero,,,0,NON_DETERMINATO,TRACKED,2026-09-19T18:06:37.667997+00:00,2026-09-22T13:28:47.917232+00:00,industriale logistica,,https://www.casa.it/immobili/54773196/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Fiano,Capannoni logistica,Vendita terreno commerciale in Fiano Romano (Fiano Romano) Roma ...,,,0,NON_DETERMINATO,TRACKED,2026-09-20T06:08:00.346565+00:00,2026-09-22T13:28:47.916409+00:00,industriale logistica,,https://www.soloterreni.it/annunci-terreni/terreno-commerciale-fiano-romano-81224.html
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Robassomero,Immobiliare.it,"Asta per capannone, Robassomero, rif. 132549418 - Immobiliare.it",,,0,NON_DETERMINATO,TRACKED,2026-09-20T06:08:00.347218+00:00,2026-09-22T13:28:47.917245+00:00,industriale logistica,,https://www.immobiliare.it/annunci/132549418/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rosta,Capannoni logistica,Home - Ferroni Pneumatici,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-20T11:10:13.480413+00:00,2026-09-20T11:10:13.480415+00:00,industriale logistica,,https://www.ferronipneumatici.it/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Buttigliera Alta,Immobiliare.it,"Capannone corso Torino 91, Buttigliera Alta, Rif. 116078663 ...",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-20T21:00:13.355457+00:00,2026-09-21T06:16:22.536432+00:00,industriale logistica,,https://www.immobiliare.it/annunci/116078663/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rosta,Wikicasa,"Magazzino in Vendita, Strada della Risera 3, Rosta",,,0,NON_DETERMINATO,RELISTED,2026-09-21T01:16:25.019587+00:00,2026-09-22T01:45:50.162762+00:00,industriale logistica,,https://www.wikicasa.it/annuncio/30864438
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Robassomero,Idealista,"Capannone all'asta in Via Giovanni Giolitti, 9 - idealista",,,0,NON_DETERMINATO,TRACKED,2026-09-21T06:16:22.538179+00:00,2026-09-22T13:28:47.917239+00:00,industriale logistica,,https://www.idealista.it/immobile/36868704/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Chianocco,Capannoni logistica,Magazzino — Chianocco — dati-pubblici.it,,,0,NON_DETERMINATO,TRACKED,2026-09-21T18:48:49.171609+00:00,2026-09-22T13:28:47.915898+00:00,industriale logistica,,https://dati-pubblici.it/aste/magazzino-chianocco-frazione-vernetto-18-be2fe472/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Chianocco,Immobiliare.it,"Negozio all'asta frazione Vernetto 18, Chianocco",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-27T21:04:17.079739+00:00,2026-08-28T10:58:40.670370+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/129534704/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Giaglione,Immobiliare.it,"Palazzo - Edificio frazione San Giuseppe Tsèina 36, Giaglione, Rif ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-27T21:04:17.080059+00:00,2026-09-01T23:36:27.690971+00:00,ufficio direzionale,,https://www.immobiliare.it/annunci/90130981/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rosta,Immobiliare.it,"Locale commerciale piazza san michele 1, Rosta, Rif. 129761124 ...",,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080754+00:00,2026-09-22T13:28:47.917307+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/129761124/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Vaie,Immobiliare.it,"Vendita Villa unifamiliare in via Peirolero 28 Vaie. Buono stato, posto ...",,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.081186+00:00,2026-09-22T13:28:47.917828+00:00,ufficio direzionale,,https://www.immobiliare.it/annunci/115206585/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Vaie,Uffici e direzionale,La Dimora Immobiliare - Vendita immobili a Torino e provincia,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.081193+00:00,2026-09-21T12:37:01.289341+00:00,ufficio direzionale,,https://www.ladimoraimmobiliare.com/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Alpignano,Uffici e direzionale,Alpignano Industrial Park - Ufficio in Vendita Blu Sky1,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.529817+00:00,2026-09-12T10:35:02.922201+00:00,ufficio direzionale,,https://www.battocchioimmobiliare.com/prodotto/alpignano-industrial-park-ufficio-in-vendita-blu-sky1/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Bardonecchia,Uffici e direzionale,Affitto stagionale - Maison Doc - Bardonecchia e Sauze d'Oulx,,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.529990+00:00,2026-09-07T10:14:01.139150+00:00,ufficio direzionale,,https://maisondoc.it/affitto-stagionale/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Bussoleno,Nestoria,Case a Bussoleno. Immobili in affitto a Bussoleno - Nestoria,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.530149+00:00,2026-08-28T05:06:35.530150+00:00,ufficio direzionale,,https://www.nestoria.it/immobiliare/affitto/bussoleno
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Chianocco,Immobiliare.it,"negozio all'asta frazione Vernetto, 18, Chianocco | 421 m²",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.530289+00:00,2026-08-28T10:58:40.670377+00:00,ufficio direzionale,,https://www.immobiliare.it/annunci/130996188/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Coazze,Uffici e direzionale,Albo Pretorio Digitale - Comune Di Coazze,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.530418+00:00,2026-09-20T21:00:13.355936+00:00,ufficio direzionale,,https://www.servizipubblicaamministrazione.it/servizi/saturnweb/Home.aspx?CE=czz436
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Condove,Trovit,"30 locale commerciales reggio emilia in vendita a Bar, Condove",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.530551+00:00,2026-09-05T09:19:10.296236+00:00,commerciale immobile,,https://case.trovit.it/negozio-bar-reggio-emilia
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Giaveno,Immobiliare.it,"Locale commerciale via Maurizio Guglielmino 6, Giaveno, Rif. 130105770 ...",,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.530643+00:00,2026-09-22T07:44:42.105742+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/130105770/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Pianezza,Immobiliare.it,"Locale commerciale via 25 Aprile 9, Pianezza, Rif. 131327844 ...",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T05:06:35.530961+00:00,2026-09-21T06:16:22.537736+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/131327844/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rivoli,Commerciale negozi/locali,"Locale commerciale, vendita, Via Rombò 29, Rivoli",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T05:06:35.531033+00:00,2026-09-21T18:48:49.172882+00:00,commerciale immobile,,https://www.commerciali.it/locale-commerciale-vendita-rivoli-zona-centro-storico-30467334
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rivoli,Immobiliare.it,"Locale commerciale viale Carrù 22, Rivoli, Rif. 124764219 - Immobiliare.it",,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.531037+00:00,2026-09-22T13:28:47.917115+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/124764219/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rivoli,Uffici e direzionale,Prisma88 - Uffici in affitto temporaneo e Coworking a Rivoli ...,,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.531042+00:00,2026-09-22T13:28:47.917122+00:00,ufficio direzionale,,https://www.europalaceufficiorbassano.it/uffici-rivoli/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rivoli,Uffici e direzionale,STUDIO IMMOBILIARE MOCCAGATTA di RIVOLI,,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.531046+00:00,2026-09-22T01:45:50.162598+00:00,ufficio direzionale,,https://www.studiomoccagatta.com/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rivoli,Uffici e direzionale,28 Uffici in affitto a Rivoli - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.531050+00:00,2026-09-22T13:28:47.917128+00:00,ufficio direzionale,,https://immobiliare.mitula.it/affitto-ufficio-rivoli
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rosta,Immobiliare.it,"Ufficio - Studio corso Moncenisio 63, Rosta, Rif. 128238490 ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.531142+00:00,2026-09-06T22:17:30.166760+00:00,ufficio direzionale,,https://www.immobiliare.it/annunci/128238490/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rosta,Immobiliare.it,"Ufficio - Studio corso Moncenisio 63, Rosta, Rif. 130332372 ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.531146+00:00,2026-08-28T05:06:35.531147+00:00,ufficio direzionale,,https://www.immobiliare.it/annunci/130332372/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rosta,Uffici e direzionale,Ufficio in Vendita a Rosta Cod. CG 913460 - promogest.org,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.531151+00:00,2026-09-07T00:44:29.376231+00:00,ufficio direzionale,,https://www.promogest.org/i/7897704597--vendita-ufficio-rosta.html
